date,old_dte,old_band,old_dte_key,old_lut_key,old_strategy,new_dte,new_band,new_dte_key,new_lut_key,new_strategy,strategy_changed
2024-09-23,8,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,8.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-09-24,7,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,7.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-09-25,6,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2024-09-26,5,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2024-09-27,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2024-09-30,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2024-10-01,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2024-10-04,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-10-07,3,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,3.0,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,False
2024-10-08,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2024-10-09,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-10-10,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-10-11,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-10-14,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2024-10-15,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2024-10-16,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2024-10-18,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-10-21,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2024-10-22,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2024-10-23,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-10-25,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-10-28,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2024-10-29,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2024-10-30,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2024-10-31,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2024-11-04,3,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,3.0,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,False
2024-11-05,2,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,2.0,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,False
2024-11-06,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-11-08,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-11-11,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2024-11-12,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2024-11-13,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-11-14,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2024-11-18,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2024-11-19,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2024-11-22,4,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,4.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2024-11-25,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2024-11-26,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2024-11-27,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-11-28,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-11-29,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-12-02,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2024-12-03,2,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,2.0,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,False
2024-12-04,1,>22%,T-1,T-1|>22%|NEUTRAL,NOT FOUND,6.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2024-12-05,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2024-12-06,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-12-09,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2024-12-10,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2024-12-11,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-12-12,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-12-13,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-12-16,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2024-12-17,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2024-12-23,8,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,8.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-12-24,7,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,7.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-12-26,5,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2024-12-27,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2024-12-30,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2024-12-31,2,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,2.0,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,False
2025-01-01,1,>22%,T-1,T-1|>22%|NEUTRAL,NOT FOUND,6.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2025-01-02,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-03,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-06,3,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,3.0,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,False
2025-01-07,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2025-01-08,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-09,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-10,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-13,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2025-01-14,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2025-01-15,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-16,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-17,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-20,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2025-01-21,2,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,2.0,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,False
2025-01-22,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-23,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-24,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-01-27,3,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,3.0,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,False
2025-01-28,2,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,2.0,18-22%,T-2,T-2|18-22%|NEUTRAL,NOT FOUND,False
2025-01-29,1,>22%,T-1,T-1|>22%|NEUTRAL,NOT FOUND,6.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2025-01-30,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2025-01-31,4,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,4.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2025-02-01,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-02-03,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2025-02-04,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-02-05,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-06,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-07,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-10,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2025-02-11,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2025-02-12,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-13,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-14,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-17,3,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,3.0,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,False
2025-02-18,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2025-02-19,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-20,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-21,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-02-24,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-02-25,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-02-27,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-02-28,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-03-03,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2025-03-04,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2025-03-05,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-03-06,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2025-03-07,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-03-10,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2025-03-11,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2025-03-12,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-03-13,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-03-17,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2025-03-18,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2025-03-19,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-03-20,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
